Product ID,Location ID,Date,On-Hand Quantity,Available Quantity,In-Transit Quantity,Safety Stock Level,Reorder Point,Inventory Value,Inventory Status
PROD001,RTL01,6/21/25,103,10,180,24,108,"12,347",Available
PROD001,WH001,6/18/25,227,203,151,96,32,"36,704",Available
PROD003,WH001,6/14/25,584,487,114,27,144,"20,836",Available
PROD002,RTL01,6/25/25,402,343,156,116,63,"26,862",Available
PROD002,RTL01,7/2/25,926,893,81,87,141,"11,720",Available
PROD002,WH002,7/9/25,901,895,86,27,33,"4,170",Available
PROD002,RTL02,6/29/25,538,514,189,111,133,"16,308",Available
PROD004,RTL01,6/10/25,741,705,27,121,171,"15,348",Available
PROD003,WH001,6/29/25,668,650,33,18,50,"21,576",Available
PROD003,RTL02,6/29/25,586,576,43,135,14,"12,538",Available
PROD003,RTL01,6/16/25,411,393,173,82,69,"20,357",Available
PROD001,RTL02,7/2/25,325,231,40,25,184,"5,048",Available
PROD002,WH002,7/4/25,738,707,33,117,139,"5,577",Available
PROD002,WH001,7/10/25,183,164,132,35,12,"2,459",Available
PROD001,RTL02,6/10/25,397,332,157,52,71,"21,709",Available
PROD003,WH001,6/22/25,731,684,91,105,44,"20,586",Available
PROD003,RTL02,7/9/25,198,174,156,43,53,"44,652",Available
PROD003,RTL02,6/16/25,346,260,124,87,109,"9,404",Available
PROD002,WH001,6/19/25,921,889,81,150,148,"3,551",Available
PROD003,RTL02,6/20/25,765,726,19,29,81,"40,156",Available
PROD005,WH002,7/6/25,122,120,133,123,103,"48,826",Low
PROD001,WH001,6/10/25,676,580,97,148,33,"39,849",Available
PROD002,RTL01,6/29/25,834,734,56,142,49,"15,437",Available
PROD003,WH002,6/27/25,760,669,114,126,162,"43,267",Available
PROD005,RTL02,6/15/25,236,167,30,115,181,"21,178",Available
PROD005,RTL02,6/19/25,620,526,75,11,13,"37,997",Available
PROD001,WH001,6/15/25,341,300,78,42,40,"6,584",Available
PROD005,WH001,7/4/25,907,814,153,88,171,"49,197",Available
PROD005,RTL02,6/12/25,633,596,9,143,85,"13,301",Available
PROD003,WH001,6/11/25,805,724,178,143,24,"9,398",Available
PROD004,WH001,7/2/25,74,27,86,94,25,"40,169",Available
PROD003,WH001,7/7/25,521,457,132,133,147,"49,031",Available
PROD002,RTL01,7/6/25,420,391,182,88,154,"30,270",Available
PROD003,WH001,6/29/25,674,597,87,116,73,"36,251",Available
PROD005,WH001,6/29/25,712,674,190,82,85,"39,079",Available
PROD004,RTL02,7/6/25,478,469,41,38,45,"7,935",Available
PROD005,WH002,6/21/25,348,345,173,92,125,"45,233",Available
PROD004,RTL02,6/11/25,450,362,172,98,64,"37,042",Available
PROD005,WH001,6/10/25,851,810,154,100,176,"21,404",Available
PROD001,WH002,6/26/25,832,767,43,149,92,"14,115",Available
PROD001,RTL02,6/23/25,323,312,98,126,17,"22,607",Available
PROD003,RTL01,6/12/25,505,461,174,123,198,"24,599",Available
PROD005,WH001,7/1/25,780,780,167,15,135,"23,241",Available
PROD005,RTL02,6/22/25,768,761,93,139,22,"11,691",Available
PROD004,RTL01,6/25/25,373,372,20,30,120,"8,432",Available
PROD003,RTL01,6/26/25,125,54,138,41,73,"9,644",Available
PROD005,WH002,6/26/25,205,191,154,19,86,"24,312",Available
PROD002,RTL02,6/13/25,764,746,77,147,102,"28,695",Available
PROD005,WH002,6/12/25,149,148,147,142,51,"43,567",Available
PROD004,RTL02,7/1/25,884,823,38,126,73,"47,019",Available
PROD002,RTL01,7/1/25,236,149,16,98,159,"31,996",Available
PROD001,WH001,6/21/25,433,389,162,146,47,"49,397",Available
PROD002,WH002,6/10/25,559,556,62,36,131,"32,433",Available
PROD005,WH002,7/1/25,671,653,153,132,86,"27,285",Available
PROD001,RTL01,6/30/25,291,290,36,30,110,"8,421",Available
PROD004,RTL01,7/2/25,458,420,193,110,22,"5,979",Available
PROD003,WH001,6/16/25,485,411,98,51,101,"9,259",Available
PROD004,WH002,6/28/25,122,37,162,59,152,"5,986",Available
PROD004,WH002,6/18/25,668,634,2,67,159,"43,992",Available
PROD002,WH002,6/18/25,386,366,54,146,22,"2,971",Available
PROD005,WH001,7/3/25,862,767,132,13,45,"2,708",Available
PROD001,WH001,6/19/25,470,426,183,49,49,"38,272",Available
PROD001,RTL02,6/23/25,198,178,85,121,176,"31,133",Available
PROD004,WH001,6/11/25,581,561,136,66,53,"5,555",Available
PROD004,RTL01,7/10/25,373,282,191,14,31,"25,272",Available
PROD005,WH002,6/15/25,130,124,189,21,80,"17,520",Available
PROD005,RTL01,6/27/25,863,764,64,59,137,"19,249",Available
PROD003,RTL02,6/10/25,567,531,46,28,27,"34,625",Available
PROD002,RTL01,7/6/25,514,487,115,145,22,"40,874",Available
PROD001,RTL02,6/11/25,828,753,104,81,25,"8,240",Available
PROD001,WH002,6/16/25,802,781,177,108,87,"24,948",Available
PROD001,RTL01,7/6/25,870,864,32,140,186,"19,895",Available
PROD003,RTL01,6/15/25,524,454,42,32,178,"3,126",Available
PROD001,WH002,6/25/25,313,309,21,95,156,"32,911",Available
PROD003,RTL02,6/16/25,219,163,87,13,38,"20,166",Available
PROD005,WH001,6/16/25,405,399,21,113,26,"21,260",Available
PROD002,RTL01,6/12/25,471,438,120,129,24,"37,792",Available
PROD005,WH001,7/1/25,285,214,89,24,12,"15,234",Available
PROD005,WH001,6/13/25,174,82,69,146,22,"14,734",Low
PROD002,RTL01,6/11/25,487,447,98,65,94,"9,574",Available
PROD004,RTL02,6/20/25,237,153,154,11,174,"49,510",Available
PROD005,RTL01,7/4/25,799,780,154,104,187,"40,653",Available
PROD005,WH001,6/26/25,453,373,21,93,38,"19,791",Available
PROD001,WH001,6/16/25,895,868,47,130,142,"25,385",Available
PROD004,RTL02,6/14/25,975,956,143,57,136,"5,093",Available
PROD002,RTL01,7/9/25,768,768,136,83,200,"21,099",Available
PROD001,WH001,7/7/25,607,598,141,147,74,"1,713",Available
PROD001,RTL01,6/29/25,831,780,161,143,130,"35,194",Available
PROD005,RTL01,7/3/25,889,866,61,141,197,"15,911",Available
PROD005,RTL02,6/22/25,945,914,62,47,51,"46,031",Available
PROD003,RTL02,7/3/25,961,949,115,11,177,"22,947",Available
PROD001,WH001,7/5/25,600,581,51,67,198,"30,457",Available
PROD001,RTL01,6/26/25,510,474,165,145,162,"46,102",Available
PROD004,RTL02,6/17/25,162,95,80,110,187,"6,260",Low
PROD001,WH001,7/3/25,474,375,42,102,101,"27,753",Available
PROD003,RTL02,7/9/25,181,114,129,28,187,"23,700",Available
PROD003,RTL02,7/8/25,118,40,90,37,82,"3,138",Available
PROD003,RTL01,6/26/25,266,222,164,127,193,"42,256",Available
PROD005,RTL01,6/30/25,557,458,140,88,45,"44,089",Available
PROD001,WH002,6/18/25,467,445,71,130,96,"47,074",Available
PROD003,RTL01,6/20/25,356,311,173,105,35,"13,216",Available
PROD005,RTL02,7/10/25,782,711,151,43,26,"22,153",Available
PROD003,WH002,6/15/25,757,661,111,115,120,"12,467",Available
PROD003,WH002,7/4/25,233,173,182,88,124,"24,236",Available
PROD002,RTL02,6/26/25,967,912,93,148,128,"9,974",Available
PROD004,RTL01,6/26/25,827,770,145,68,100,"26,996",Available
PROD001,WH001,6/11/25,393,333,49,120,199,"42,202",Available
PROD003,RTL01,6/28/25,395,382,168,93,169,"30,662",Available
PROD005,RTL01,6/14/25,266,202,156,108,85,"22,597",Available
PROD003,WH002,6/24/25,809,723,56,20,55,"39,328",Available
PROD004,RTL01,7/7/25,337,324,28,75,37,"49,256",Available
PROD003,WH001,7/10/25,621,522,167,91,48,"3,986",Available
PROD003,RTL01,6/17/25,799,718,128,117,150,"7,342",Available
PROD003,WH002,6/20/25,315,234,94,47,170,"21,767",Available
PROD001,WH001,6/10/25,841,795,31,137,49,"31,062",Available
PROD002,RTL02,6/10/25,642,608,77,25,61,"35,266",Available
PROD005,RTL02,7/1/25,905,883,92,71,151,"39,941",Available
PROD003,WH002,7/5/25,393,365,96,130,179,"10,293",Available
PROD002,WH001,6/22/25,576,537,189,122,14,"39,852",Available
PROD001,WH002,7/3/25,662,562,186,82,108,"11,312",Available
PROD003,WH001,6/29/25,407,389,88,32,129,"17,014",Available
PROD003,RTL01,6/11/25,78,16,79,54,99,"34,237",Available
PROD005,WH001,6/25/25,334,332,108,35,139,"36,855",Available
PROD004,WH002,6/21/25,69,13,134,110,176,"20,206",Available
PROD002,WH001,6/13/25,889,868,36,102,166,"2,965",Available
PROD001,WH002,7/3/25,124,77,164,141,74,"2,856",Low
PROD002,WH001,7/7/25,769,701,84,54,167,"14,457",Available
PROD004,RTL01,7/6/25,842,819,20,37,57,"47,326",Available
PROD003,WH001,7/10/25,685,664,181,100,110,"33,748",Available
PROD001,RTL01,7/4/25,74,30,178,34,128,"30,752",Out of Stock
PROD004,WH001,6/16/25,112,15,79,59,103,"9,922",Out of Stock
PROD005,RTL01,7/9/25,592,523,180,147,71,"31,254",Available
PROD005,WH002,6/10/25,52,19,113,111,32,"23,730",Low
PROD003,WH001,6/19/25,293,258,194,91,185,"23,568",Available
PROD001,WH002,7/2/25,850,797,16,124,142,"4,734",Available
PROD003,WH001,6/14/25,441,399,113,19,161,"24,978",Available
PROD003,RTL01,7/4/25,410,347,27,150,156,"15,343",Available
PROD004,WH001,6/13/25,628,596,69,83,74,"34,079",Available
PROD005,WH002,6/20/25,662,568,139,137,159,"37,905",Available
PROD001,WH001,7/9/25,423,356,43,38,175,"6,596",Available
PROD002,WH001,6/15/25,400,381,34,24,112,"26,712",Available
PROD004,RTL01,6/28/25,321,253,73,96,34,"8,689",Available
PROD004,RTL02,6/11/25,373,336,153,145,47,"42,264",Available
PROD002,RTL01,6/22/25,722,674,16,122,61,"14,617",Available
PROD003,WH002,6/19/25,188,142,150,54,122,"43,253",Available
PROD001,WH001,7/4/25,419,374,26,102,96,"11,847",Available
PROD001,WH001,7/9/25,920,839,11,133,109,"6,907",Available
PROD001,RTL02,6/22/25,584,565,65,29,147,"12,064",Available
PROD004,WH002,6/22/25,333,321,66,95,111,"17,948",Available
PROD005,WH002,6/13/25,264,211,168,123,57,"36,545",Available
PROD003,WH002,6/30/25,403,319,48,142,66,"38,535",Available
PROD004,WH001,6/26/25,115,74,176,98,115,"35,667",Available
PROD003,WH001,6/24/25,323,264,22,120,196,"47,079",Available
PROD004,RTL02,6/30/25,620,565,111,43,127,"18,608",Available
PROD005,WH001,6/23/25,985,897,164,71,159,"35,572",Available
PROD002,RTL02,7/6/25,226,140,90,134,112,"10,866",Available
PROD003,WH002,6/24/25,953,896,194,94,174,"42,802",Available
PROD002,WH001,7/2/25,747,703,16,25,103,"41,485",Available
PROD001,WH001,7/7/25,390,379,18,76,150,"49,856",Available
PROD003,WH002,7/4/25,258,231,80,125,182,"21,227",Available
PROD003,RTL02,7/1/25,732,637,61,108,59,"5,282",Available
PROD001,WH002,7/4/25,186,152,185,104,24,"16,713",Available
PROD004,RTL01,6/19/25,586,528,78,10,195,"17,663",Available
PROD003,WH001,6/24/25,395,355,95,34,29,"29,555",Available
PROD003,RTL01,7/10/25,373,296,168,93,193,"6,169",Available
PROD003,WH001,7/10/25,925,925,163,33,193,"16,401",Available
PROD003,WH002,7/3/25,829,807,175,84,151,"17,540",Available
PROD004,WH001,6/18/25,839,830,4,38,34,"26,631",Available
PROD005,RTL01,7/5/25,921,877,70,114,84,"45,249",Available
PROD003,RTL01,6/19/25,759,659,151,102,25,"13,338",Available
PROD002,WH002,6/21/25,55,34,152,24,90,"2,793",Available
PROD004,RTL01,6/25/25,428,408,14,133,110,"49,427",Available
PROD004,RTL01,6/29/25,991,977,178,82,66,"46,084",Available
PROD002,WH001,6/20/25,414,378,1,81,98,"49,429",Available
PROD003,RTL01,7/10/25,897,872,67,62,43,"35,713",Available
PROD002,WH001,7/6/25,610,605,104,96,136,"9,997",Available
PROD001,WH001,6/21/25,946,923,95,131,22,"13,051",Available
PROD003,RTL02,6/26/25,813,777,6,78,25,"30,582",Available
PROD005,RTL01,6/27/25,486,472,72,11,155,"9,482",Available
PROD003,RTL01,6/29/25,736,688,90,41,62,"37,833",Available
PROD003,RTL01,7/7/25,826,730,196,68,125,"16,053",Available
PROD002,WH002,6/30/25,990,899,196,78,40,"27,951",Available
PROD005,WH002,6/20/25,198,160,193,12,86,"15,129",Available
PROD002,RTL02,7/9/25,782,725,119,66,25,"9,705",Available
PROD004,RTL02,6/25/25,329,309,66,16,68,"25,511",Available
PROD003,RTL02,6/28/25,472,402,127,83,192,"23,240",Available
PROD004,WH001,7/8/25,548,542,42,17,134,"46,388",Available
PROD002,RTL01,7/5/25,378,312,186,143,17,"7,037",Available
PROD004,WH001,6/14/25,477,381,105,92,43,"40,299",Available
PROD002,RTL02,7/7/25,449,442,64,79,49,"19,849",Available
PROD005,WH001,6/15/25,518,443,31,73,19,"49,215",Available
PROD001,WH002,7/2/25,922,866,82,83,155,"8,303",Available
PROD003,WH001,7/7/25,67,14,129,67,184,"32,259",Low
PROD002,RTL01,6/23/25,869,786,44,140,24,"16,168",Available
PROD003,RTL01,7/7/25,929,887,51,86,52,"5,507",Available
PROD005,WH002,6/28/25,193,134,62,83,80,"41,547",Available
PROD004,RTL01,6/12/25,298,271,27,150,130,"47,606",Available
PROD002,RTL02,6/15/25,107,29,123,21,129,"16,558",Available
PROD001,RTL01,6/28/25,64,10,94,28,195,"21,996",Available
PROD005,WH002,7/6/25,670,633,169,27,34,"39,046",Available
PROD002,RTL02,7/7/25,186,108,79,140,20,"10,721",Available
PROD003,WH002,6/21/25,251,224,21,119,84,"2,680",Available
PROD005,RTL01,6/25/25,625,540,34,124,160,"21,567",Available
PROD002,RTL02,7/5/25,730,723,125,50,14,"5,213",Available
PROD003,WH001,6/11/25,399,312,49,149,167,"36,946",Available
PROD004,WH002,6/29/25,498,416,195,28,38,"32,871",Available
PROD002,RTL02,6/15/25,906,882,132,107,197,"41,060",Available
PROD001,WH002,7/9/25,763,733,102,11,59,"26,532",Available
PROD003,WH002,6/27/25,748,658,155,65,171,"48,610",Available
PROD001,RTL02,7/4/25,768,742,55,71,136,"37,051",Available
PROD004,WH001,6/30/25,745,683,104,39,63,"24,364",Available
PROD005,RTL01,6/24/25,444,434,27,30,96,"27,972",Available
PROD004,WH002,6/25/25,305,301,93,70,43,"26,471",Available
PROD002,WH001,6/13/25,52,42,136,124,71,"40,678",Low
PROD005,WH001,7/5/25,157,83,68,11,20,"32,341",Available
PROD003,WH002,6/30/25,509,471,12,148,144,"20,935",Available
PROD003,RTL01,7/2/25,565,549,174,24,193,"37,956",Available
PROD003,RTL02,6/10/25,589,497,105,38,66,"34,365",Available
PROD004,WH001,7/9/25,763,759,158,51,84,"37,854",Available
PROD001,WH002,6/13/25,969,910,48,44,103,"33,976",Available
PROD004,RTL02,6/15/25,88,60,196,137,141,"8,644",Available
PROD002,WH001,6/19/25,908,812,55,11,50,"28,836",Available
PROD001,WH002,7/5/25,291,283,93,76,59,"34,711",Available
PROD004,WH002,7/6/25,551,462,5,39,79,"34,126",Available
PROD002,WH001,6/29/25,373,283,23,39,113,"1,667",Available
PROD005,RTL01,7/9/25,364,328,136,38,60,"17,904",Available
PROD005,RTL02,6/10/25,87,87,89,77,113,"33,017",Available
PROD004,RTL02,6/24/25,162,83,180,87,150,"4,728",Available
PROD005,RTL02,6/30/25,94,60,148,25,104,"38,865",Available
PROD002,RTL01,7/8/25,956,917,123,113,32,"36,599",Available
PROD004,RTL02,7/6/25,130,68,146,32,73,"6,793",Available
PROD001,RTL01,7/10/25,921,873,186,109,139,"40,406",Available
PROD003,WH001,7/3/25,851,780,123,87,16,"38,484",Available
PROD003,WH002,6/21/25,315,309,188,54,54,"25,631",Available
PROD003,WH001,7/4/25,664,649,1,91,180,"30,809",Available
PROD005,RTL02,6/20/25,77,0,96,14,163,"37,604",Out of Stock
PROD002,WH001,6/19/25,975,966,80,32,26,"12,721",Available
PROD002,RTL01,6/11/25,674,674,87,147,191,"44,555",Available
PROD002,WH001,7/8/25,285,220,0,60,168,"16,000",Available
PROD004,RTL01,6/24/25,890,888,13,111,70,"31,162",Available
PROD003,RTL02,7/1/25,383,356,94,10,174,"41,539",Available
PROD001,WH002,6/24/25,861,823,125,82,67,"49,580",Available
PROD002,WH002,6/28/25,566,544,126,63,17,"38,846",Available
PROD003,RTL01,6/25/25,285,185,165,30,85,"37,921",Available
PROD005,RTL02,6/28/25,193,149,9,87,164,"40,098",Available
PROD002,RTL02,6/23/25,114,58,91,70,116,"25,925",Out of Stock
PROD005,RTL02,6/24/25,373,352,69,128,30,"34,972",Available
PROD001,RTL02,6/21/25,302,225,137,74,151,"34,394",Available
PROD002,RTL02,6/30/25,712,638,178,89,194,"28,434",Available
PROD001,RTL01,6/18/25,306,248,176,26,134,"4,901",Available
PROD001,RTL01,6/24/25,537,527,59,110,142,"17,254",Available
PROD003,WH002,7/7/25,758,699,46,115,84,"36,470",Available
PROD005,RTL02,7/9/25,593,551,14,59,187,"30,932",Available
PROD002,RTL01,6/24/25,355,291,166,18,27,"48,720",Available
PROD003,RTL01,6/18/25,196,136,89,12,15,"40,574",Available
PROD005,WH002,6/21/25,621,617,37,105,182,"45,098",Available
PROD001,RTL02,7/10/25,204,143,47,19,85,"31,206",Available
PROD001,WH001,6/18/25,962,905,70,131,109,"40,674",Available
PROD001,WH001,6/24/25,251,202,60,54,120,"36,171",Available
PROD001,RTL02,6/16/25,694,692,127,19,141,"38,782",Available
PROD002,WH002,6/16/25,509,434,83,54,118,"1,702",Available
PROD001,RTL01,6/28/25,821,759,194,137,62,"32,389",Available
PROD001,RTL01,7/7/25,870,839,112,36,58,"41,219",Available
PROD002,WH002,6/22/25,563,545,123,114,190,"21,644",Available
PROD002,RTL01,6/29/25,685,620,67,138,115,"2,492",Available
PROD005,RTL02,6/27/25,381,307,79,42,35,"22,788",Available
PROD001,RTL02,6/12/25,877,848,165,20,43,"7,094",Available
PROD003,RTL01,6/26/25,195,147,78,126,51,"29,509",Available
PROD003,RTL01,6/17/25,356,335,194,93,131,"49,414",Available
PROD005,WH001,7/1/25,443,441,163,18,189,"5,467",Available
PROD004,WH001,6/30/25,720,642,84,139,146,"45,969",Available
PROD005,RTL01,7/3/25,336,259,199,114,52,"18,859",Available
PROD002,WH001,6/17/25,890,824,44,76,158,"22,742",Available
PROD004,WH001,7/1/25,533,522,0,78,102,"13,794",Available
PROD003,RTL02,6/21/25,749,700,77,91,12,"28,671",Available
PROD005,RTL02,7/1/25,598,557,37,54,105,"10,653",Available
PROD005,RTL02,7/2/25,700,650,27,36,170,"35,565",Available
PROD001,RTL01,6/30/25,610,533,167,38,186,"39,509",Available
PROD005,WH001,6/13/25,512,473,3,32,60,"32,540",Available
PROD003,WH002,7/9/25,459,423,60,52,92,"47,819",Available
PROD003,RTL01,7/9/25,208,142,52,46,199,"9,464",Available
PROD004,WH001,6/16/25,527,512,56,19,36,"27,164",Available
PROD005,RTL01,6/26/25,335,305,74,142,110,"25,290",Available
PROD002,WH001,7/2/25,464,452,124,102,60,"15,899",Available
PROD004,RTL01,6/25/25,501,498,140,49,16,"17,872",Available
PROD005,WH001,6/18/25,118,99,128,98,85,"38,080",Available
PROD003,WH001,6/10/25,826,815,143,133,200,"21,954",Available
PROD001,WH001,7/2/25,537,511,126,87,50,"9,621",Available
PROD004,WH001,6/14/25,893,815,125,40,46,"44,727",Available
PROD005,RTL02,7/7/25,586,560,183,21,16,"35,710",Available
PROD002,RTL02,7/10/25,83,75,60,101,54,"46,261",Available
PROD005,RTL01,7/8/25,547,494,103,16,84,"4,357",Available
PROD005,RTL02,6/23/25,403,401,67,112,187,"8,995",Available
PROD003,WH001,7/7/25,357,277,99,25,173,"48,859",Available
PROD004,RTL02,6/16/25,550,464,16,132,172,"41,296",Available
PROD003,RTL02,7/4/25,268,213,63,109,17,"11,338",Available
PROD005,RTL02,6/26/25,834,814,105,64,198,"37,577",Available
PROD001,WH002,6/22/25,645,609,168,34,146,"9,741",Available
PROD002,RTL02,7/4/25,725,661,34,56,136,"14,866",Available
PROD004,RTL01,6/28/25,847,791,172,95,113,"26,595",Available
PROD004,WH001,7/3/25,739,654,200,102,183,"32,230",Available
PROD002,WH001,6/21/25,175,127,93,74,94,"29,877",Available
PROD005,WH001,6/22/25,770,699,184,44,98,"27,694",Available
PROD003,RTL02,6/15/25,746,660,7,58,54,"41,040",Available
PROD005,RTL02,7/10/25,915,845,121,23,174,"7,354",Available
PROD004,WH001,6/11/25,87,32,91,83,114,"19,329",Out of Stock
PROD004,WH001,6/21/25,580,574,101,56,52,"25,584",Available
PROD005,RTL02,6/14/25,112,88,110,110,124,"48,941",Low
PROD005,RTL01,6/21/25,402,353,142,111,30,"5,851",Available
PROD003,WH002,7/2/25,981,911,158,130,47,"14,725",Available
PROD001,RTL01,6/10/25,992,951,133,72,168,"44,543",Available
PROD004,RTL02,6/19/25,601,534,183,141,108,"10,933",Available
PROD003,RTL01,7/7/25,563,487,155,12,38,"34,279",Available
PROD003,WH001,6/13/25,991,975,20,129,129,"4,007",Available
PROD002,WH001,6/26/25,907,842,180,136,93,"41,361",Available
PROD003,WH002,7/2/25,381,284,178,116,162,"39,088",Available
PROD004,RTL01,7/1/25,639,572,3,136,110,"28,713",Available
PROD004,RTL01,6/30/25,552,461,122,109,146,"2,475",Available
PROD001,RTL01,6/12/25,438,427,11,69,126,"34,113",Available
PROD003,RTL02,6/13/25,423,362,149,32,129,"43,294",Available
PROD003,RTL01,6/25/25,318,285,160,96,172,"18,222",Available
PROD005,WH002,6/28/25,168,87,8,28,120,"39,491",Available
PROD003,WH002,7/7/25,428,413,13,110,83,"19,553",Available
PROD003,RTL01,6/26/25,690,628,187,125,57,"2,657",Available
PROD005,WH002,6/12/25,57,23,112,50,74,"1,212",Available
PROD001,RTL01,6/16/25,409,380,77,138,80,"14,910",Available
PROD004,WH001,7/6/25,772,709,134,138,41,"5,764",Available
PROD003,RTL02,6/10/25,946,929,141,84,159,"12,607",Available
PROD002,WH002,7/4/25,462,389,162,84,158,"36,497",Available
PROD005,RTL01,6/21/25,521,436,61,61,149,"34,819",Available
PROD001,RTL01,6/23/25,666,615,60,83,150,"17,346",Available
PROD005,WH001,6/26/25,555,538,54,62,171,"47,268",Available
PROD003,WH001,7/7/25,363,263,166,88,119,"26,304",Available
PROD005,WH001,6/23/25,85,17,31,17,97,"23,731",Available
PROD001,RTL01,6/13/25,319,315,65,138,61,"32,221",Available
PROD005,RTL02,6/24/25,670,642,92,104,129,"12,338",Available
PROD001,RTL01,7/3/25,132,123,122,86,28,"46,978",Available
PROD005,WH002,6/14/25,189,142,22,121,176,"28,669",Available
PROD005,WH001,7/9/25,122,69,155,61,168,"44,555",Available
PROD005,RTL02,6/30/25,889,790,115,56,23,"3,877",Available
PROD005,WH001,7/7/25,304,293,111,18,73,"46,211",Available
PROD003,WH002,7/10/25,864,862,30,144,144,"5,472",Available
PROD004,RTL02,6/21/25,164,143,147,74,40,"7,865",Available
PROD005,WH002,6/29/25,858,763,153,102,99,"38,204",Available
PROD005,RTL01,6/19/25,592,546,5,78,186,"32,452",Available
PROD003,WH002,7/4/25,778,731,34,46,49,"14,966",Available
PROD005,RTL02,6/18/25,348,316,54,19,145,"25,524",Available
PROD004,WH001,6/24/25,250,153,122,40,125,"22,568",Available
PROD001,WH002,7/2/25,353,264,167,100,55,"8,996",Available
PROD002,RTL02,7/6/25,782,710,66,100,174,"37,629",Available
PROD001,WH002,7/3/25,708,659,61,51,158,"8,900",Available
PROD002,RTL01,7/2/25,714,687,179,52,55,"34,980",Available
PROD002,RTL01,6/20/25,966,872,103,34,55,"43,935",Available
PROD004,WH001,6/14/25,482,460,56,77,53,"18,676",Available
PROD002,RTL02,6/17/25,571,498,142,83,51,"27,728",Available
PROD004,RTL02,7/8/25,366,330,146,142,96,"5,266",Available
PROD005,RTL01,6/17/25,119,82,126,48,161,"28,235",Available
PROD005,WH001,6/20/25,824,815,169,48,102,"2,334",Available
PROD001,WH001,6/14/25,931,853,140,97,32,"4,236",Available
PROD001,RTL01,6/24/25,673,646,141,134,110,"14,528",Available
PROD004,WH001,7/7/25,373,343,177,35,148,"32,341",Available
PROD001,WH001,6/25/25,710,632,178,131,53,"45,374",Available
PROD005,RTL02,6/19/25,683,657,69,89,167,"33,130",Available
PROD001,RTL02,6/11/25,729,672,142,54,69,"9,179",Available
PROD002,RTL01,7/4/25,584,492,162,27,129,"34,179",Available
PROD001,WH001,6/18/25,205,158,41,68,130,"23,175",Available
PROD004,RTL01,6/15/25,431,390,65,101,144,"38,969",Available
PROD002,WH002,6/13/25,455,416,47,101,76,"15,505",Available
PROD002,RTL01,6/13/25,256,241,113,101,194,"49,170",Available
PROD005,RTL01,6/18/25,441,440,27,11,81,"2,555",Available
PROD002,WH002,6/28/25,545,452,111,11,178,"41,576",Available
PROD004,RTL02,7/9/25,646,580,132,131,30,"46,198",Available
PROD003,WH002,6/29/25,592,523,77,13,100,"30,318",Available
PROD004,WH001,6/11/25,252,226,51,14,168,"19,631",Available
PROD004,RTL02,6/26/25,198,189,106,79,140,"16,560",Available
